#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
132,Brian Johnson,BOS,SP,L,12.0,6.0,2.1,176.5,39.6,2.9,3.5,0,0,5.15,4.55,1.49,32.7,16.4,42.5,1.3,23.2,24.7,7,38.9,39.9,21.2,0.295
133,Taijuan Walker,SEA,SP,R,7.8,7.8,3.0,169.9,39.0,2.0,2.7,0,0,4.97,4.09,1.39,33.4,13.5,40.6,1.9,21.4,22.8,7,41.9,38.1,20.0,0.295
134,Jeff Hoffman,COL,SP,R,7.8,7.8,2.7,174.3,39.0,2.0,2.8,0,0,5.45,4.30,1.52,33.0,17.3,41.8,2.0,23.8,25.3,7,40.1,35.2,22.0,0.303
135,Spencer Turnbull,DET,SP,R,7.8,7.8,3.3,169.4,39.0,2.3,2.5,0,0,4.61,3.86,1.39,35.6,14.9,39.4,2.5,19.8,21.4,6,48.0,31.3,20.7,0.304
136,Corbin Burnes,MIL,SP,R,13.8,4.8,2.1,165.4,38.5,2.1,2.3,0,1,4.39,3.63,1.36,37.1,15.5,37.0,1.6,19.0,20.4,6,45.3,31.3,20.7,0.298
137,Chris Bassitt,OAK,SP,R,10.8,4.8,2.3,162.4,38.4,2.4,2.0,0,1,4.18,3.51,1.27,35.9,12.6,36.1,2.3,18.1,19.4,5,43.2,36.4,20.4,0.292
138,Ross Stripling,LAD,SP,R,12.0,6.0,2.8,162.4,38.4,2.5,2.1,0,1,4.06,3.70,1.25,33.9,9.8,38.2,1.1,17.5,19.0,6,45.5,32.1,19.8,0.293
139,Dustin May,LAD,SP,R,12.0,6.0,2.8,163.1,38.4,2.4,2.1,0,1,3.99,3.64,1.27,31.7,10.8,38.0,2.4,17.2,18.8,5,50.6,27.0,19.8,0.295
140,Vince Velasquez,PHI,SP,R,12.0,6.0,2.3,163.3,37.8,2.1,2.5,0,1,4.79,3.73,1.34,38.3,13.6,37.0,1.8,20.3,21.5,7,35.5,41.9,19.9,0.286
141,Griffin Canning,LAA,SP,R,7.2,7.2,3.3,160.2,37.4,2.6,2.0,0,0,4.27,3.73,1.27,38.6,12.6,34.9,1.9,17.8,19.1,6,41.1,38.9,20.0,0.290
142,Jordan Montgomery,NYY,SP,L,7.2,7.2,3.0,161.2,37.4,2.5,2.1,0,0,4.69,3.83,1.34,35.8,12.3,37.9,1.2,19.8,21.1,7,40.4,39.5,20.1,0.294
143,Derek Holland,PIT,SP,L,7.2,7.2,2.8,164.9,36.7,1.7,2.7,0,0,5.18,4.59,1.52,32.0,16.7,39.0,1.5,20.9,22.2,6,38.3,37.6,21.4,0.301
144,Jose Urquidy,HOU,SP,R,7.0,7.0,3.2,153.1,36.4,2.6,1.8,0,0,4.25,3.50,1.22,36.8,9.6,34.7,1.2,17.6,18.9,6,40.0,39.9,20.1,0.289
145,Chad Kuhl,PIT,SP,R,12.0,6.0,2.4,156.5,36.0,1.8,2.4,0,1,4.70,3.90,1.38,34.1,13.2,36.7,1.6,18.5,19.8,6,39.0,36.9,21.4,0.303
146,Sean Newcomb,ATL,SP,L,12.0,6.0,2.5,157.8,36.0,2.1,2.2,0,1,4.47,4.16,1.42,34.6,16.0,35.2,1.3,18.0,19.3,5,41.9,34.3,21.0,0.296
147,Elieser Hernandez,MIA,SP,R,7.2,7.2,2.8,157.4,36.0,1.7,2.7,0,0,5.00,4.18,1.38,32.3,13.5,36.2,2.1,19.8,21.0,7,33.5,43.9,19.9,0.285
148,Brendan McKay,TB,SP,L,7.2,7.2,3.4,151.3,36.0,2.6,2.0,0,0,3.82,3.42,1.21,39.4,11.5,32.2,1.3,15.5,16.7,5,41.0,38.6,20.5,0.288
149,Jorge Lopez,KC,SP,R,16.8,3.6,1.4,152.6,35.2,1.9,2.0,0,1,4.66,3.89,1.39,30.3,12.6,36.1,1.7,18.1,19.4,5,45.9,33.4,20.7,0.301
150,Nate Pearson,TOR,SP,R,6.7,6.7,2.8,150.9,34.8,2.0,2.1,0,0,4.90,3.99,1.35,32.4,11.7,35.3,1.4,18.9,20.2,6,40.3,39.3,20.4,0.291
151,Kwang-Hyun Kim,STL,SP,L,10.8,4.8,2.4,144.3,34.2,1.9,2.0,0,1,4.05,3.60,1.27,31.1,9.8,33.8,1.1,15.4,16.6,5,42.2,34.5,20.6,0.296
152,Justin Dunn,SEA,SP,R,6.5,6.5,2.7,148.8,33.8,1.8,2.4,0,0,4.97,4.25,1.44,30.7,15.0,33.6,1.7,18.5,19.8,6,42.1,37.9,20.0,0.291
153,Eric Lauer,MIL,SP,L,6.5,6.5,2.6,144.8,33.2,1.8,2.3,0,0,4.89,4.07,1.42,28.4,13.0,34.2,1.4,18.2,19.4,6,38.8,37.8,20.7,0.295
154,Trent Thornton,TOR,SP,R,10.8,4.8,1.8,142.6,33.0,1.9,2.0,0,1,4.79,3.86,1.34,30.7,10.5,33.8,1.3,17.6,18.7,6,40.6,39.0,20.4,0.295
155,Alec Mills,CHC,SP,R,10.8,3.6,1.4,142.3,32.8,1.7,1.9,0,1,4.65,4.01,1.37,27.3,11.3,33.7,1.6,17.2,18.4,5,41.7,34.9,20.7,0.294
156,Matt Hall,BOS,SP,L,10.2,4.2,1.8,142.1,32.6,2.1,1.6,0,1,4.22,4.01,1.38,32.0,13.1,31.8,1.3,15.7,16.9,5,46.6,32.2,21.2,0.299
157,Michael Fulmer,DET,SP,R,6.0,6.0,2.7,139.2,32.4,1.9,2.0,0,0,4.60,3.82,1.35,27.9,10.0,33.8,1.5,16.5,17.7,5,46.1,33.2,20.7,0.302
158,Nick Pivetta,PHI,SP,R,10.8,4.8,2.1,137.9,32.2,1.8,2.0,0,1,4.49,3.60,1.34,32.6,11.8,31.3,1.2,16.2,17.3,5,42.8,34.6,19.9,0.294
159,Wade LeBlanc,BAL,SP,L,6.0,6.0,2.1,142.5,31.8,1.4,2.4,0,0,5.88,4.78,1.52,21.7,11.0,37.4,1.0,20.5,21.7,7,39.0,40.4,20.6,0.295
160,Freddy Peralta,MIL,SP,R,10.8,4.8,2.0,136.7,31.8,1.8,1.9,0,1,4.40,3.45,1.35,37.2,15.7,27.4,1.3,15.7,16.7,5,35.2,41.4,20.7,0.289
161,Logan Webb,SF,SP,R,6.3,6.3,2.8,137.1,31.5,1.7,2.1,0,0,4.40,4.21,1.42,25.4,13.1,31.6,1.2,15.1,16.4,4,49.3,27.9,20.1,0.300
162,Dean Kremer,BAL,SP,R,6.0,6.0,2.2,138.2,31.2,1.5,2.2,0,0,5.45,4.35,1.49,27.1,14.0,32.6,1.2,18.6,19.8,6,40.3,39.1,20.6,0.291
163,Tommy Milone,BAL,SP,L,9.6,3.6,1.3,135.7,31.1,1.4,2.0,0,1,5.44,4.15,1.40,24.8,8.8,34.7,1.0,18.5,19.6,7,36.7,42.8,20.6,0.291
164,Brad Peacock,HOU,SP,R,10.2,4.8,2.0,133.9,30.8,1.7,2.0,0,1,4.59,3.85,1.36,32.5,12.8,28.9,1.3,16.1,17.2,5,40.0,39.9,20.1,0.294
165,Logan Allen,CLE,SP,L,9.6,3.6,1.5,134.2,30.7,1.8,1.6,0,1,4.46,4.11,1.38,28.1,12.0,30.3,1.5,15.5,16.7,5,43.9,35.4,20.7,0.292
166,Kohl Stewart,BAL,SP,R,8.4,4.8,1.7,136.9,30.5,1.4,2.1,0,0,5.35,4.51,1.57,21.5,14.1,33.8,1.8,17.8,19.2,5,51.3,28.2,20.6,0.305
167,Peter Lambert,COL,SP,R,6.0,6.0,2.0,133.8,30.0,1.5,2.2,0,0,5.51,4.50,1.53,19.1,10.4,35.4,1.2,18.5,19.8,6,45.1,30.2,22.0,0.309
168,Adam Plutko,CLE,SP,R,9.6,3.6,1.3,127.8,29.3,1.5,1.8,0,1,5.29,4.27,1.35,24.2,7.9,31.8,1.0,17.6,18.5,7,31.7,47.7,20.7,0.284
169,Tyler Duffey,MIN,RP,R,22.2,0.0,0.0,120.6,28.9,1.7,1.2,0,4,3.73,2.96,1.20,32.5,8.2,26.4,1.2,12.3,13.3,4,44.0,35.2,20.8,0.299
170,Jesse Chavez,TEX,RP,R,24.0,0.0,0.0,123.9,28.8,1.4,1.4,1,4,4.46,3.67,1.31,26.5,8.4,29.4,1.0,14.2,15.2,5,42.3,37.2,20.5,0.296
171,Junior Guerra,ARI,RP,R,24.0,0.0,0.0,125.9,28.8,1.3,1.5,0,5,4.67,3.92,1.41,26.5,12.0,28.6,1.1,14.9,16.0,4,39.3,36.9,21.1,0.296
172,Tyler Mahle,CIN,SP,R,12.0,3.0,1.3,122.8,28.8,1.5,1.7,0,1,4.28,3.49,1.28,28.7,8.9,28.0,1.2,13.9,14.9,4,42.6,34.6,20.1,0.297
173,Jonathan Loaisiga,NYY,SP,R,9.6,4.2,1.8,118.3,28.0,1.9,1.4,0,1,4.16,3.27,1.27,31.0,9.8,25.6,1.2,13.1,14.1,4,45.1,34.9,20.1,0.295
174,Matt Andriese,LAA,SP,R,12.6,3.6,1.5,119.7,27.9,1.7,1.5,0,1,4.49,3.85,1.33,24.6,9.3,27.8,1.0,14.0,15.0,5,44.8,35.1,20.0,0.294
175,Sam Gaviglio,TOR,RP,R,21.0,0.0,0.0,117.3,27.3,1.3,1.3,0,3,4.54,3.61,1.31,24.3,6.8,28.9,1.2,13.8,14.8,4,46.3,33.2,20.4,0.302
176,Chris Stratton,PIT,RP,R,16.2,1.2,0.5,118.6,27.2,1.2,1.6,0,1,4.65,3.98,1.42,23.1,9.6,28.9,0.8,13.8,14.9,4,42.9,33.0,21.4,0.306
177,Felix Pena,LAA,SP,R,9.0,3.0,1.2,116.8,27.0,1.5,1.6,0,1,4.55,3.84,1.34,25.4,9.7,26.3,1.4,13.7,14.7,5,42.1,37.9,20.0,0.292
178,Daniel Ponce De Leon,STL,SP,R,9.0,3.0,1.2,118.8,27.0,1.3,1.7,0,1,4.63,4.17,1.42,26.4,13.1,25.2,1.3,13.9,14.9,4,36.0,40.6,20.6,0.282
179,Jordan Yamamoto,MIA,SP,R,5.2,5.2,2.2,118.7,27.0,1.3,2.0,0,0,4.87,4.25,1.43,24.0,11.4,27.1,1.5,14.4,15.4,4,39.9,37.5,19.9,0.293
180,Tony Gonsolin,LAD,SP,R,10.8,1.8,0.7,115.3,27.0,1.5,1.4,0,1,4.23,3.71,1.28,26.6,9.8,24.8,1.0,12.9,13.8,4,38.6,38.9,19.8,0.281
181,Chase Anderson,TOR,SP,R,5.4,5.4,1.9,119.2,27.0,1.5,1.8,0,0,5.49,4.33,1.42,23.0,9.2,29.0,1.2,16.5,17.4,6,34.5,45.0,20.4,0.289
182,Seth Lugo,NYM,RP,R,22.2,0.0,0.0,111.1,26.6,1.3,1.2,1,4,3.75,3.07,1.19,29.0,7.2,24.5,1.1,11.0,11.9,4,41.5,35.7,20.2,0.297
183,Mychal Givens,BAL,RP,R,24.0,0.0,0.0,111.1,26.4,1.3,1.2,4,2,4.07,3.05,1.27,31.1,10.9,22.7,1.2,11.8,12.6,4,39.6,39.8,20.6,0.288
184,John Gant,STL,RP,R,24.0,0.0,0.0,113.6,26.4,1.2,1.3,1,5,4.14,3.77,1.38,24.0,11.1,25.3,0.9,12.2,13.2,3,44.3,32.4,20.6,0.295
185,Nick Wittgren,CLE,RP,R,24.0,0.0,0.0,113.6,26.4,1.4,1.2,0,5,4.41,3.70,1.31,25.3,8.5,26.2,0.9,13.2,14.1,4,39.6,39.7,20.7,0.292
186,Raisel Iglesias,CIN,RP,R,24.0,0.0,0.0,111.2,26.4,1.3,1.3,11,0,4.02,3.10,1.24,29.6,9.5,23.4,1.0,12.0,12.8,4,38.0,39.2,20.1,0.289
187,Diego Castillo,TB,RP,R,24.0,0.0,0.0,108.9,26.4,1.5,1.1,4,6,3.19,2.78,1.16,32.2,9.2,21.4,1.1,9.5,10.4,3,47.8,31.7,20.5,0.294
188,Richard Bleier,BAL,RP,L,24.0,0.0,0.0,113.7,26.4,1.3,1.3,0,4,4.44,3.68,1.41,16.7,7.3,29.9,1.2,12.8,14.0,3,54.9,24.5,20.6,0.309
189,Carlos Rodon,CHW,SP,L,9.6,3.6,1.7,112.6,26.2,1.6,1.4,0,1,4.51,3.65,1.34,26.6,10.4,24.7,1.3,13.1,14.1,4,42.9,37.0,20.1,0.295
190,Shun Yamaguchi,TOR,RP,R,16.8,1.8,0.7,112.2,25.7,1.3,1.4,0,1,4.77,3.84,1.38,25.2,9.7,25.7,1.3,13.6,14.5,4,42.3,37.2,20.4,0.297
191,Erik Swanson,SEA,RP,R,16.2,1.2,0.5,107.4,25.5,1.2,1.4,0,1,4.39,3.40,1.25,24.8,7.4,24.4,0.9,12.4,13.2,5,38.5,41.6,20.0,0.285
192,Josh Hader,MIL,RP,L,21.0,0.0,0.0,101.9,25.2,1.4,1.0,11,1,3.04,2.08,1.07,39.2,10.3,16.6,1.0,8.6,9.2,3,31.3,45.3,20.7,0.277
193,Yusmeiro Petit,OAK,RP,R,21.0,0.0,0.0,108.5,25.2,1.3,1.2,0,5,4.70,3.97,1.30,21.6,6.6,26.1,0.7,13.3,14.1,5,34.2,45.4,20.4,0.287
194,Austin Pruitt,HOU,SP,R,11.4,2.4,1.0,107.9,25.1,1.5,1.2,0,1,4.39,3.81,1.32,21.3,7.0,26.1,0.9,12.6,13.6,4,48.2,31.8,20.1,0.302
195,Tanner Houck,BOS,SP,R,4.8,4.8,1.8,112.9,25.0,1.5,1.5,0,0,5.13,4.76,1.54,20.0,12.0,26.4,1.5,14.6,15.6,4,46.6,32.2,21.2,0.298
196,Cal Quantrill,SD,SP,R,7.2,3.6,1.5,107.6,24.9,1.3,1.6,0,0,4.61,4.07,1.35,19.7,7.8,25.7,1.0,12.6,13.6,4,43.9,33.1,20.3,0.296
197,Anthony Kay,TOR,SP,L,9.6,3.6,1.4,109.8,24.7,1.3,1.5,0,1,5.09,4.34,1.45,22.5,10.9,24.9,1.3,14.0,14.9,4,39.5,40.0,20.4,0.289
198,Roenis Elias,WSH,RP,L,20.4,0.0,0.0,106.2,24.5,1.2,1.2,1,3,4.42,3.88,1.37,21.8,9.1,24.3,1.2,12.2,13.0,4,39.4,37.2,20.7,0.291
199,Devin Smeltzer,MIN,SP,L,8.4,2.4,1.0,105.2,24.5,1.5,1.2,0,1,4.60,3.86,1.32,20.7,6.9,25.4,1.0,12.9,13.7,4,39.5,39.7,20.8,0.292
200,Scott Barlow,KC,RP,R,22.2,0.0,0.0,104.4,24.4,1.2,1.1,2,4,4.13,3.46,1.33,26.9,11.0,21.3,1.1,11.1,11.9,3,40.3,39.0,20.7,0.290
201,Trevor Richards,TB,SP,R,11.4,2.4,1.0,104.9,24.4,1.4,1.3,0,1,4.39,3.76,1.31,23.8,8.2,23.6,1.0,12.0,12.8,4,38.7,40.9,20.5,0.290
202,Shane Greene,ATL,RP,R,24.0,0.0,0.0,103.4,24.0,1.2,1.1,1,4,4.18,3.64,1.33,23.1,8.0,23.9,1.1,11.2,12.1,3,43.1,33.2,21.0,0.299
203,Tommy Kahnle,NYY,RP,R,24.0,0.0,0.0,100.1,24.0,1.4,1.0,0,6,3.58,2.86,1.20,30.4,9.1,19.8,0.9,9.7,10.4,3,44.9,35.1,20.1,0.293
204,Kyle Ryan,CHC,RP,L,24.0,0.0,0.0,105.3,24.0,1.2,1.2,0,4,4.17,4.01,1.46,19.9,11.0,24.1,1.0,11.3,12.3,3,50.7,25.9,20.7,0.303
205,Hansel Robles,LAA,RP,R,24.0,0.0,0.0,102.7,24.0,1.3,1.1,9,1,4.21,3.53,1.27,25.8,8.9,21.7,0.9,11.3,12.1,4,37.0,43.0,20.0,0.285
206,Adam Ottavino,NYY,RP,R,24.0,0.0,0.0,104.0,24.0,1.3,1.1,0,6,4.33,3.44,1.35,29.4,11.9,20.5,1.2,11.7,12.5,4,40.6,39.3,20.1,0.292
207,Matt Barnes,BOS,RP,R,24.0,0.0,0.0,101.2,24.0,1.4,0.9,1,6,3.32,3.02,1.23,33.6,10.8,18.6,0.9,9.1,9.9,3,45.5,33.4,21.2,0.298
208,Alex Claudio,MIL,RP,L,24.0,0.0,0.0,105.3,24.0,1.1,1.2,0,5,4.28,3.92,1.46,15.6,8.3,26.6,1.1,11.5,12.6,3,55.5,21.2,20.7,0.310
209,Taylor Rogers,MIN,RP,L,24.0,0.0,0.0,99.5,24.0,1.4,0.9,11,0,3.37,2.79,1.16,28.5,6.9,21.0,1.2,9.2,10.0,3,46.6,32.6,20.8,0.301
210,Brandon Brennan,SEA,RP,R,24.0,0.0,0.0,104.1,24.0,1.1,1.2,0,4,4.14,3.79,1.41,22.9,11.2,22.6,0.9,11.0,11.9,3,51.0,29.0,20.0,0.298
211,Roberto Osuna,HOU,RP,R,24.0,0.0,0.0,99.2,24.0,1.4,0.9,11,0,3.55,2.87,1.12,28.6,6.4,20.4,1.1,9.7,10.4,3,40.2,39.7,20.1,0.288
212,Scott Oberg,COL,RP,R,24.0,0.0,0.0,104.0,24.0,1.2,1.2,3,4,4.40,3.61,1.41,21.6,9.5,24.3,0.9,11.8,12.8,3,48.0,27.4,22.0,0.309
213,Amir Garrett,CIN,RP,L,24.0,0.0,0.0,102.4,24.0,1.2,1.2,0,5,3.97,3.26,1.32,27.9,11.0,20.7,1.0,10.7,11.6,3,42.7,34.5,20.1,0.295
214,Jose Leclerc,TEX,RP,R,24.0,0.0,0.0,101.0,24.0,1.4,1.0,7,0,3.50,2.90,1.23,33.0,12.2,17.4,1.2,9.2,9.9,3,36.6,42.9,20.5,0.282
215,Carlos Estevez,COL,RP,R,24.0,0.0,0.0,103.1,24.0,1.2,1.2,1,4,4.41,3.40,1.35,24.7,9.6,22.8,1.0,11.9,12.7,4,40.1,35.2,22.0,0.301
216,Edwin Diaz,NYM,RP,R,24.0,0.0,0.0,97.5,24.0,1.3,1.0,9,0,3.05,2.30,1.07,35.0,8.6,17.1,1.2,8.1,8.8,3,39.9,37.2,20.2,0.287
217,Buck Farmer,DET,RP,R,24.0,0.0,0.0,103.9,24.0,1.2,1.2,0,5,4.45,3.67,1.36,24.1,9.3,23.3,1.0,11.8,12.7,4,42.3,37.0,20.7,0.297
218,Michael Lorenzen,CIN,RP,R,24.0,0.0,0.0,104.0,24.0,1.1,1.2,2,5,4.35,3.69,1.38,22.0,9.3,23.8,1.0,11.8,12.7,3,46.6,30.7,20.1,0.301
219,Zack Britton,NYY,RP,L,24.0,0.0,0.0,102.8,24.0,1.4,1.0,2,6,3.37,3.26,1.38,22.9,10.5,22.6,0.9,9.1,10.2,2,63.7,16.3,20.1,0.311
220,Pedro Baez,LAD,RP,R,24.0,0.0,0.0,103.1,24.0,1.2,1.1,0,5,4.36,3.77,1.30,23.0,8.9,22.3,1.0,11.8,12.6,4,35.1,42.4,19.8,0.279
221,Anthony Bass,TOR,RP,R,24.0,0.0,0.0,103.1,24.0,1.2,1.1,2,4,4.27,3.64,1.32,22.9,7.8,24.0,0.8,11.4,12.3,3,47.4,32.2,20.4,0.300
222,Ty Buttrey,LAA,RP,R,24.0,0.0,0.0,100.2,24.0,1.4,1.0,1,6,3.51,3.07,1.20,27.4,8.6,20.1,1.1,9.4,10.2,3,45.9,34.1,20.0,0.289
223,Nick Anderson,TB,RP,R,24.0,0.0,0.0,97.7,24.0,1.4,1.0,6,2,3.19,2.46,1.07,32.7,7.6,18.1,0.9,8.6,9.2,3,36.3,43.2,20.5,0.281
224,Jose Cisnero,DET,RP,R,24.0,0.0,0.0,105.0,24.0,1.1,1.2,0,4,4.69,3.78,1.42,24.4,11.2,22.9,1.1,12.4,13.3,4,40.7,38.6,20.7,0.296
225,Emilio Pagan,SD,RP,R,24.0,0.0,0.0,98.9,24.0,1.2,1.1,1,5,3.69,2.81,1.12,28.6,7.1,19.8,0.9,9.8,10.4,4,32.3,44.7,20.3,0.280
226,Adam Cimber,CLE,RP,R,24.0,0.0,0.0,104.7,24.0,1.2,1.1,0,5,4.42,3.97,1.39,17.8,7.4,25.8,1.3,12.1,13.1,3,51.0,28.3,20.7,0.302
227,Jalen Beeks,TB,RP,L,10.2,1.2,0.5,103.1,24.0,1.3,1.2,0,1,4.05,3.75,1.32,22.8,8.9,22.8,1.1,10.9,11.8,3,44.9,34.6,20.5,0.291
228,Alex Colome,CHW,RP,R,24.0,0.0,0.0,103.4,24.0,1.2,1.1,9,0,4.27,3.60,1.33,24.2,8.7,23.1,1.0,11.4,12.3,3,44.7,35.2,20.1,0.299
229,Ian Kennedy,KC,RP,R,24.0,0.0,0.0,101.7,24.0,1.2,1.1,7,1,4.42,3.35,1.26,24.5,7.2,23.0,0.9,11.7,12.4,4,35.8,43.5,20.7,0.290
230,Daniel Hudson,WSH,RP,R,24.0,0.0,0.0,104.5,24.0,1.1,1.2,4,4,4.48,3.80,1.38,23.5,10.1,23.0,1.3,12.1,12.9,4,38.4,38.2,20.7,0.292
231,Kirby Yates,SD,RP,R,24.0,0.0,0.0,99.3,24.0,1.3,1.1,11,0,3.39,2.73,1.12,30.5,7.7,19.1,1.3,9.0,9.7,3,39.4,37.5,20.3,0.288
232,Brad Hand,CLE,RP,L,24.0,0.0,0.0,100.5,24.0,1.3,1.0,11,0,3.63,2.92,1.18,29.6,8.2,20.2,1.3,9.9,10.6,3,40.2,39.1,20.7,0.291
233,Matt Strahm,SD,RP,L,19.8,0.0,0.0,99.8,23.8,1.2,1.1,0,4,3.97,3.20,1.20,24.2,6.7,21.8,1.2,10.4,11.2,4,36.8,40.2,20.3,0.288
234,Chad Green,NYY,RP,R,19.8,0.0,0.0,96.6,23.8,1.4,0.9,0,3,3.44,2.35,1.07,32.0,6.5,18.9,0.9,9.2,9.8,4,37.4,42.6,20.1,0.284
235,Kyle Wright,ATL,SP,R,4.5,4.5,2.0,102.1,23.4,1.4,1.5,0,0,4.45,4.04,1.40,21.2,9.0,23.7,1.1,11.6,12.6,3,47.6,28.7,21.0,0.302
236,Lucas Sims,CIN,RP,R,17.4,0.6,0.3,98.6,23.3,1.2,1.2,0,3,3.99,3.08,1.24,28.5,9.6,19.3,1.2,10.5,11.2,4,35.0,42.2,20.1,0.283
237,Marcus Walden,BOS,RP,R,21.0,0.0,0.0,99.8,23.1,1.2,1.0,1,3,4.13,3.70,1.37,21.5,8.8,22.7,1.1,10.8,11.8,3,50.1,28.7,21.2,0.303
238,Keynan Middleton,LAA,RP,R,21.0,0.0,0.0,100.9,23.1,1.2,1.1,0,2,4.60,3.95,1.39,22.4,10.3,21.8,0.9,11.9,12.7,4,38.9,41.1,20.0,0.286
239,Trevor Gott,SF,RP,R,22.8,0.0,0.0,98.3,22.8,1.0,1.2,1,4,3.99,3.76,1.34,21.8,9.3,21.2,1.1,9.9,10.8,3,46.1,31.1,20.1,0.296
240,Luis Cessa,NYY,RP,R,14.3,1.1,0.4,98.7,22.7,1.2,1.2,0,2,4.74,3.83,1.38,20.6,7.9,23.5,0.9,12.1,13.0,4,45.3,34.6,20.1,0.297
241,Framber Valdez,HOU,RP,L,15.6,0.6,0.3,94.3,22.5,1.4,0.9,0,1,3.18,2.91,1.27,26.2,10.0,18.5,1.2,8.1,9.0,2,58.0,21.9,20.1,0.305
242,Kevin McCarthy,KC,RP,R,20.4,0.0,0.0,97.8,22.4,1.1,1.1,0,3,4.53,4.01,1.47,14.4,8.1,24.8,0.8,11.2,12.2,3,54.7,24.6,20.7,0.308
243,Miguel Castro,BAL,RP,R,20.4,0.0,0.0,98.7,22.4,1.0,1.1,1,3,4.85,4.02,1.50,21.0,11.5,22.1,0.9,11.9,12.8,4,45.8,33.6,20.6,0.298
244,Robbie Erlin,PIT,RP,L,10.2,1.2,0.5,95.5,22.2,1.0,1.3,0,1,4.40,3.85,1.35,17.3,6.0,24.1,0.8,10.7,11.6,3,44.5,31.4,21.4,0.307
245,Blake Treinen,LAD,RP,R,22.2,0.0,0.0,93.2,22.2,1.2,1.0,1,4,3.55,3.21,1.26,22.3,8.3,19.8,0.8,8.9,9.7,2,50.7,26.9,19.8,0.296
246,Robert Stephenson,CIN,RP,R,22.2,0.0,0.0,95.3,22.2,1.1,1.1,0,3,4.21,3.37,1.32,26.0,10.1,19.2,0.8,10.5,11.2,3,35.4,41.8,20.1,0.286
247,Sean Doolittle,WSH,RP,L,22.2,0.0,0.0,93.8,22.2,1.1,1.1,7,0,4.17,3.41,1.23,23.4,6.6,20.6,0.8,10.4,11.0,4,30.1,46.4,20.7,0.282
248,Kenley Jansen,LAD,RP,R,22.2,0.0,0.0,92.5,22.2,1.2,1.0,11,0,3.97,3.15,1.15,24.0,6.0,19.6,0.9,9.9,10.6,4,34.3,43.3,19.8,0.278
249,Matt Magill,SEA,RP,R,22.2,0.0,0.0,94.6,22.2,1.1,1.1,3,3,4.24,3.37,1.30,23.7,8.7,20.2,0.9,10.4,11.1,4,39.8,40.2,20.0,0.290
250,Pedro Strop,CIN,RP,R,22.2,0.0,0.0,96.7,22.2,1.0,1.1,1,3,4.32,3.71,1.39,21.6,9.6,21.3,1.2,10.8,11.7,3,45.7,31.6,20.1,0.300
251,Jeurys Familia,NYM,RP,R,22.2,0.0,0.0,96.2,22.2,1.1,1.1,0,4,4.13,3.68,1.42,22.3,10.8,20.7,0.9,10.1,11.0,2,48.3,28.9,20.2,0.303
252,Tyler Rogers,SF,RP,R,22.2,0.0,0.0,97.4,22.2,1.0,1.2,2,4,4.29,4.06,1.46,16.0,9.8,22.7,1.2,10.3,11.3,2,54.5,22.7,20.1,0.304
253,Kevin Ginkel,ARI,RP,R,22.2,0.0,0.0,94.5,22.2,1.1,1.1,0,3,4.02,3.26,1.30,25.4,9.5,19.3,0.9,9.9,10.6,3,38.3,37.9,21.1,0.293
254,Josh Taylor,BOS,RP,L,22.2,0.0,0.0,95.1,22.2,1.3,0.9,0,3,3.76,3.49,1.31,25.1,9.4,19.7,0.9,9.5,10.3,3,44.8,34.0,21.2,0.295
255,Ryan Helsley,STL,RP,R,22.2,0.0,0.0,95.3,22.2,1.1,1.1,6,3,4.15,3.62,1.35,22.6,9.7,20.3,0.7,10.3,11.0,3,39.3,37.3,20.6,0.289
256,Giovanny Gallegos,STL,RP,R,20.0,0.0,0.0,92.4,22.0,1.1,1.0,2,4,3.84,3.19,1.21,24.3,7.0,19.5,0.8,9.4,10.1,3,35.9,40.8,20.6,0.286
257,Cody Reed,CIN,RP,L,16.8,0.0,0.0,93.0,21.8,1.1,1.0,0,2,3.85,3.34,1.33,22.2,8.9,20.1,1.0,9.5,10.3,3,49.6,27.6,20.1,0.301
258,T.J. McFarland,OAK,RP,L,16.8,0.0,0.0,96.9,21.8,1.1,1.0,0,3,4.46,4.34,1.52,12.7,8.4,24.8,0.8,10.9,12.0,2,56.1,23.5,20.4,0.310
259,Clay Holmes,PIT,RP,R,16.8,0.0,0.0,97.1,21.8,1.0,1.1,0,2,4.25,4.01,1.52,20.7,11.7,21.4,1.3,10.2,11.1,2,53.0,22.9,21.4,0.313
260,Ranger Suarez,PHI,RP,L,16.8,0.0,0.0,93.1,21.8,1.1,1.0,0,3,4.04,3.59,1.33,18.6,7.0,22.1,0.9,9.8,10.7,3,49.8,27.6,19.9,0.297
261,Brandon Workman,BOS,RP,R,24.0,0.0,0.0,93.0,21.6,1.2,0.9,9,1,3.80,3.49,1.31,26.5,9.8,18.6,0.8,9.3,10.1,3,44.1,34.7,21.2,0.298
262,Archie Bradley,ARI,RP,R,24.0,0.0,0.0,93.1,21.6,1.0,1.0,9,1,4.13,3.55,1.35,22.1,8.9,20.3,0.9,9.9,10.7,3,44.0,32.2,21.1,0.302
263,Kyle Crick,PIT,RP,R,24.0,0.0,0.0,95.0,21.6,0.9,1.1,3,4,4.56,3.82,1.44,22.8,10.7,20.3,1.3,10.8,11.5,3,39.1,36.9,21.4,0.300
